course_id,title,displayName,description,subjectAreaCode,subjectAreaDescription,meetsMonday,meetsTuesday,meetsWednesday,meetsThursday,meetsFriday,meetsSaturday,meetsSunday,startTime,endTime,locationCode,locationDescription,buildingCode,buildingDescription
100006,Leadership Studies,AEROSPC 135B,"This course is a study of leadership, management fundamentals, professional knowledge, and communication skills required of an Air Force junior officer. Lecture, text, case studies, and class discussion will be used to examine all aspects of leadership including counseling, mentoring, empowering, problem solving, accountability and authority. Students will develop upon basic written and oral communications skills primarily through written assignments and oral presentations. ",AEROSPC,Aerospace Studies,True,False,False,False,False,False,False,14:00:00,16:59:00,BARK110,Barker 110,1793,Barker
100006,Leadership Studies,AEROSPC 135B,"This course is a study of leadership, management fundamentals, professional knowledge, and communication skills required of an Air Force junior officer. Lecture, text, case studies, and class discussion will be used to examine all aspects of leadership including counseling, mentoring, empowering, problem solving, accountability and authority. Students will develop upon basic written and oral communications skills primarily through written assignments and oral presentations. ",AEROSPC,Aerospace Studies,False,False,False,False,True,False,False,14:00:00,16:59:00,DWIN255,Dwinelle 255,1295,Dwinelle
100209,Freshman Composition,AFRICAM R1B,"Continued training in expository and argumentative writing, with more emphasis on literary interpretation. Satisfies the second half of the Reading and Composition requirement. ",AFRICAM,African American Studies,False,True,False,True,False,False,False,11:00:00,12:29:00,EVAN72,Evans 72,1790,Evans
100209,Freshman Composition,AFRICAM R1B,"Continued training in expository and argumentative writing, with more emphasis on literary interpretation. Satisfies the second half of the Reading and Composition requirement. ",AFRICAM,African American Studies,True,False,True,False,True,False,False,14:00:00,14:59:00,SOCS180,Social Sciences Building 180,1761,Social Sci
100182,Africa: History and Culture,AFRICAM 4B,"Emphasis on social, political, and economic change in 20th century Africa; with further emphasis upon the roles of modernization, urbanization, and the emergence of contemporary African states. ",AFRICAM,African American Studies,True,False,True,False,False,False,False,17:00:00,18:29:00,LEWS9,Lewis 9,1292,Lewis
100184,African American Life and Culture in the United States,AFRICAM 5B,Emphasis on the social experience of African Americans. An interdisciplinary approach designed to help students understand the forces and ideas that are influencing the individual and collective African American experience. ,AFRICAM,African American Studies,False,True,False,True,False,False,False,14:00:00,15:29:00,WEIL101,Joan and Sanford I. Weill  101,1225,Weill Hall
100017,Intermediate Swahili,AFRICAM 10B,"This course reviews and expands students' knowledge of fundamental structures from Elementary Swahili and appropriate cultural contexts of these structures in oral and written communication. More grammar and vocabulary in a culturally and socially appropriate context is developed. Speaking ability is expanded through oral exercises, individual reports, class discussions, and recordings available at the Berkeley Language Center. Writing and reading are expanded through compositions, written exercises, and independent reading projects with texts available through Berkeley's African Library Collection and supplemented by instructor's materials. ",AFRICAM,African American Studies,True,True,True,True,False,False,False,09:00:00,10:00:00,DWINB7,Dwinelle B7,1295,Dwinelle
100025,Elementary Swahili,AFRICAM 11B,"This course introduces students to the basics of speaking, listening, reading, and writing in Swahili. Instruction is mixed English and Swahili. Emphasis is placed on developing student ability to create and to communicate with basic structures and vocabulary in a culturally and socially appropriate context. Speaking and listening abilities are developed through oral exercises, class discussions, and recordings available from Berkeley Language Center. Reading and writing are developed through in-class exercises, independent reading projects, and compositions. This course not open to native or heritage speakers of Swahili. ",AFRICAM,African American Studies,True,True,True,True,False,False,False,10:00:00,11:00:00,DWINB7,Dwinelle B7,1295,Dwinelle
100073,Advanced Swahili,AFRICAM 15B,"This course reviews and expands students' knowledge from Intermediate Swahili. Developing oral language skills will be strongly emphasized as part of this course and will be expanded through individual presentations, class discussions, and recordings available at the Berkeley Language Center. Writing, grammar, vocabulary, and reading are expanded through compositions, research projects with texts available through Berkeley's African Library Collection, and supplemented by instructor's materials. ",AFRICAM,African American Studies,True,True,True,True,False,False,False,12:00:00,13:00:00,DWINB7,Dwinelle B7,1295,Dwinelle
159817,Intermediate Amharic ,AFRICAM 21B,"A student is required to have successfully completed Intermediate Amharic I (21A)at UC Berkeley. Students who took Amharic elsewhere may have to take a PLACEMENT test before enrolling in this course. The design of this syllabus is based on global standards for teaching Amharic as a foreign language, and ACTFL proficiency guidelines. To familiarize yourself with the standards and ACTFL proficiency guidelines, visit the following link:http://www.actfl.org/publications/all/national-standards-foreign-language-education. Using the skills acquired in the first year of Amharic, this course is meant to help student improve their speaking, writing, reading, and listening and cultural proficiencies. ",AFRICAM,African American Studies,True,False,True,False,False,False,False,09:00:00,10:59:00,OFFC,Off Campus,9001,Off Campus
100144,Globalization and Minority American Communities,AFRICAM 28AC,"An examination of the movement of individuals, ideas, ideologies, and institutions between minority American communities in the U.S. (African Americans, Asians, Chicanos) and their cultures of origin, in the 19th and 20th centuries. The course will utilize the concepts of ""migration,"" ""diaspora,"" ""otherness,"" ""multiculturalism,"" and ""global village"" and will draw largely on social science perspectives. ",AFRICAM,African American Studies,False,True,False,True,False,False,False,18:30:00,19:59:00,PHYS2,Physics Building 2,1405,Physics
100194,Berkeley Connect,AFRICAM 98BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",AFRICAM,African American Studies,False,False,False,True,False,False,False,18:00:00,18:59:00,SOCS587,Social Sciences Building 587,1761,Social Sci
100041,Social and Political Thought in the Diaspora,AFRICAM 123,"An examination of social and political thought of Africans traveling across the Diaspora, with particular focus on the 19th and 20th centuries. ",AFRICAM,African American Studies,False,True,False,True,False,False,False,17:00:00,18:29:00,WHLR204,Wheeler 204,1552,Wheeler
100044,African American Women's History,AFRICAM 126,"The objective of this course is to examine substantive issues in the African American female experience from colonial times to the present. The dominant themes of this course include family, work, community, sexuality, and individual and collective activism. Particular attention will be paid to the interplay between race, class, and gender in American society. Assigned readings consist of an introduction to the scholarly secondary literature on African American women's history. Lectures and discussions will examine the readings in context. Videos will augment the lectures and discussions. ",AFRICAM,African American Studies,True,False,True,False,False,False,False,10:00:00,11:59:00,WHLR204,Wheeler 204,1552,Wheeler
100058,Selected Topics of African American Social Organization and Institutions,AFRICAM 139,Topics will vary each semester. ,AFRICAM,African American Studies,False,True,False,True,False,False,False,14:00:00,15:29:00,SOCS56,Social Sciences Building 56,1761,Social Sci
100061,Special Topics in Cultural Studies,AFRICAM 140,Topics will vary each semester. ,AFRICAM,African American Studies,False,True,False,True,False,False,False,11:00:00,12:29:00,HAVI12,Haviland 12,1371,Haviland
100061,Special Topics in Cultural Studies,AFRICAM 140,Topics will vary each semester. ,AFRICAM,African American Studies,False,True,False,True,False,False,False,17:00:00,18:29:00,HAVI12,Haviland 12,1371,Haviland
100094,Special Topics in African American Literature,AFRICAM 159,Special topics in African American literature. ,AFRICAM,African American Studies,True,False,True,False,False,False,False,12:00:00,13:59:00,SOCS151,Social Sciences Building 151,1761,Social Sci
160363,Social Movements and Organizing,AFRICAM 182AC,"The current crises of inequality, democracy, racial and political division, and climate change are fomenting social movements in the United States and around the world. How do social movements grow and sustain? How do social movements capture national attention that motivates everyday people including students to mobilize for social change? This class will provide students with a grounding in the literature of social movement theory and history, with a special emphasis on social movements led by African American, Latinx, indigenous, and Asian Pacific Islander communities for equity. The class will also introduce students basics of social movement organizing, mobilizing unlikely voters through organizing technique and theory of non-violence.",AFRICAM,African American Studies,False,False,True,False,False,False,False,16:00:00,18:59:00,MULF159,Mulford 159,1346,Mulford
156128,Senior Honors Thesis,AFRICAM H195,"African American Studies Honor’s Seminar centers on revising the senior thesis/project prepared in the Fall capstone course.  Each student will develop and follow an individual course of revision/reworking in consultations with an assigned AAS professor.  In addition, you will meet weekly during the semester with the Instructor of Record and GSI to make sure that you are progressing adequately.  The class time and classroom space is reserved for you to work as a cohort and in conjunction with the assigned GSI.  You will be responsible for meeting with your assigned advisor during office hours (or by appointment). ",AFRICAM,African American Studies,False,False,False,False,False,False,False,00:00:00,00:00:00,OFFC,Off Campus,9001,Off Campus
100107,Berkeley Connect,AFRICAM 198BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",AFRICAM,African American Studies,False,False,False,True,False,False,False,17:00:00,17:59:00,SOCS587,Social Sciences Building 587,1761,Social Sci
100116,Special Topics in Development Studies of the Diaspora,AFRICAM 241,One hour of lecture per week per unit. Topics will vary from term to term depending on student demand and faculty availability. ,AFRICAM,African American Studies,False,False,True,False,False,False,False,14:00:00,16:59:00,SOCS650,Social Sciences Building 650,1761,Social Sci
100120,Black Intellectuals: Social and Cultural Roles,AFRICAM 250,"The course will examine the development of an intellectual group in African American life from the 18th century to the present. Implicit in the examination is consideration of the social and cultural roles, writers, scholars, artists, and other thinkers have played in American and African American culture. ",AFRICAM,African American Studies,False,False,False,True,False,False,False,15:00:00,17:59:00,DWIN211,Dwinelle 211,1295,Dwinelle
103754,Introduction to Roman Civilization,CLASSIC 10B,"Investigation of the main achievements and tensions in Roman culture from Romulus to the High Empire. Key sources for literature, history, and material culture are studied in order to reveal Roman civilization in its political and social context. All materials are read in English. ",CLASSIC,Classics,True,False,True,False,True,False,False,11:00:00,11:59:00,BAMUIT75,Berkeley Art Museum IT75,1017,Bk Art Mus
103769,Introduction to the Archaeology of the Greek World,CLASSIC 17A,"The physical remains of the Greek world from the Bronze Age to 323 BCE will be studied, with emphasis on its artistic triumphs, as a means of understanding the culture of ancient Greece. ",CLASSIC,Classics,True,False,True,False,True,False,False,10:00:00,10:59:00,SOCS60,Social Sciences Building 60,1761,Social Sci
156017,The Origins of Rome,CLASSIC 130B,"This course examines the origins of Rome, the quintessential city in the Western experience. It considers both the literary and archaeological evidence for the earliest periods of the city’s occupation, and the challenges involved in using and combining these two quite different forms of evidence. Particular attention will be given to recent archaeological discoveries and the ways in which these are transforming our understanding of early Rome. The course also examines the ways in which people in later periods – both in antiquity and in more recent times - have drawn on their knowledge of early Rome for a variety of different purposes, ranging from politics, to scholarship, to the arts. No knowledge of Greek or Latin required.",CLASSIC,Classics,True,False,True,False,True,False,False,09:00:00,09:59:00,VLSB2030,Valley Life Sciences 2030,1406,Valley Lsb
156011,The History of Hell: Eschatology in Ancient Mediterranean Cultures,CLASSIC 130F,"In this course we will examine the history of ideas about the soul’s postmortem fate in the ancient Mediterranean world. We will focus on epic poets and philosophers from ancient Greece and Rome, but also
read comparative material from the ancient Near East, the Hebrew Bible, the New Testament, and medieval Christendom. Our goal will be to study the common threads that connect depictions of hell / the underworld in their respective cultural contexts. No knowledge of Greek or Latin required.",CLASSIC,Classics,True,False,True,False,True,False,False,14:00:00,14:59:00,DWIN251,Dwinelle 251,1295,Dwinelle
162647,The God of the Philosophers in Ancient Greece,AGRS 130S,"In this course we will investigate the conceptions of divinity put forward by the principal philosophers
and philosophic schools of thought in ancient Greece. We will investigate their ideas both in relation
to the religious background of the time and as an exercise in abstract philosophic thinking. All texts
are to be read in translation.",AGRS,Ancient Greek and Roman Studies,False,True,False,True,False,False,False,15:30:00,16:59:00,DWIN130,Dwinelle 130,1295,Dwinelle
103767,"Gender, Sexuality, and Culture in the Ancient World",CLASSIC 161,"Study of topics in gender, feminism, and sexuality in ancient cultures. Topics vary from year to year. ",CLASSIC,Classics,True,False,True,False,True,False,False,12:00:00,12:59:00,MOFF101,Moffitt Library 101,1299,Moffitt
161416,Reading and Composition on Topics in Ancient History and Mediterranean Archaeology,AHMA R1B,"This seminar-style course introduces students to the ecology of the ancient Mediterranean basin 
and to the high degree of mobility that was the human response to that ecology. Against this background we will develop an understanding of the Mediterranean Sea itself as a conduit for trade and human interactions. Moving both chronologically and geographically, we will explore the interactions between the various populations that lived, in Plato’s words, “like frogs around a pond.” We will consider the contexts and motivations for those interactions (trade, resources, religion, exploration) and the results of them (cultural, religious, economic, political). 
",AHMA,Ancient History and Med. Arch.,False,True,False,True,False,False,False,12:30:00,13:59:00,WHLR106,Wheeler 106,1552,Wheeler
100321,Ancient History and Mediterranean Archaeology Interdisciplinary Seminar,AHMA 210,"Team-taught by faculty from two different departments. The purpose is not only to expose students to a discipline other than their own, but to engage them directly in the application of that discipline to their own research interests. The topic and instructors will vary from year to year. ",AHMA,Ancient History and Med. Arch.,False,False,False,True,False,False,False,14:00:00,16:59:00,DOEL308B,Doe Library 308B,1301,Doe Lib
100349,Introduction to American Studies,AMERSTD 10,"American culture and cultural change, with attention to the multicultural basis of American society and emphasis on the need for multiple methods of analysis. The course will consistently draw on the arts, material culture, and various fields affecting cultural production and meaning. Those areas include literature, film, history, architecture, history of art, religion, music, engineering, environmental studies, anthropology, politics, economics, law, and medicine. This course may include discussion sections depending on available funding. Some versions of this course need four in-class contact hours because of the extensive use of media. ",AMERSTD,American Studies,False,True,False,True,False,False,False,15:30:00,16:59:00,VLSB2040,Valley Life Sciences 2040,1406,Valley Lsb
100509,Directed Group Study,AMERSTD 98,"Written proposal must be approved by sponsoring faculty. Seminars for the group study of selected topics, which will vary from year to year. Topics may be initiated by students. ",AMERSTD,American Studies,False,False,True,False,False,False,False,19:00:00,21:59:00,HILDB56,Hildebrand B56,1809,Hildebrand
100351,Examining U.S. Cultures in Time,AMERSTD 101,"This course examines how U.S. cultures are constructed, reinforced, and changed, and how those cultures act simultaneously at a given time. To help students develop skills in cultural analysis, lectures will contrast various methods and perspectives as they apply to the study of a particular year or decade. Topics will vary from semester to semester. This course may include discussion sections depending on available funding. Some versions of this course need four in-class contact hours because of the extensive use of media. ",AMERSTD,American Studies,True,False,True,False,False,False,False,14:00:00,15:59:00,MULF240,Mulford 240,1346,Mulford
100353,Examining U.S. Cultures in Place,AMERSTD 102,"This course examines how U.S. cultures are constructed, reinforced, and changed--particularly in reference to place and material culture. Qualitative and quantitative methods of analysis drawn from several disciplines will help students develop skills in cultural interpretation. Case studies may focus on a neighborhood, a city, or a region. Topics will vary from semester to semester. This course may include discussion sections depending on available funding. Some versions of this course need four in-class contact hours because of the extensive use of media. ",AMERSTD,American Studies,True,False,True,False,False,False,False,12:00:00,13:59:00,MULF240,Mulford 240,1346,Mulford
100353,Examining U.S. Cultures in Place,AMERSTD 102,"This course examines how U.S. cultures are constructed, reinforced, and changed--particularly in reference to place and material culture. Qualitative and quantitative methods of analysis drawn from several disciplines will help students develop skills in cultural interpretation. Case studies may focus on a neighborhood, a city, or a region. Topics will vary from semester to semester. This course may include discussion sections depending on available funding. Some versions of this course need four in-class contact hours because of the extensive use of media. ",AMERSTD,American Studies,False,False,True,False,False,False,False,14:00:00,16:59:00,GSPP150,GSPP 150,1144,GSPP
100354,Examining U.S. Cultures in Place,AMERSTD 102AC,"This course examines how U.S. cultures are constructed, reinforced, and changed--particularly in reference to place and material culture. Qualitative and quantitative methods of analysis drawn from several disciplines will help students develop skills in cultural interpretation. Case studies may focus on a neighborhood, a city, or a region. Topics will vary from semester to semester. ",AMERSTD,American Studies,False,True,False,True,False,False,False,12:30:00,13:59:00,GIAN141,Giannini 141,1355,Giannini
100355,Special Topics in American Studies,AMERSTD 110,"This course is designed primarily to allow faculty to develop focused interdisciplinary courses which address specific issues, themes, or problems in American society. Topics vary from semester to semester. Students should consult the department's webpage for current offerings before the start of the semester. ",AMERSTD,American Studies,True,False,True,False,False,False,False,10:00:00,11:59:00,ETCH3108,Etcheverry 3108,1783,Etcheverry
123809,Topics in American Studies,ENGLISH C136,"A course on the intellectual, cultural, historical, and social backgrounds to American literature. Topics will vary from semester to semester. Students should consult the department's ""Announcement of Classes"" for current offerings well before the start of the semester. ",ENGLISH,English,False,True,False,True,False,False,False,15:30:00,16:59:00,SOCS56,Social Sciences Building 56,1761,Social Sci
100474,Senior Seminar,AMERSTD 191,Students will meet in seminar and will be required to write individual research papers based on the general themes or issues of the seminar. The particular themes/issues will be outlined on the American Studies Course List provided each semester by the American Studies office. ,AMERSTD,American Studies,False,False,True,False,False,False,False,10:00:00,11:59:00,LATI121,Latimer 121,1782,Latimer
100474,Senior Seminar,AMERSTD 191,Students will meet in seminar and will be required to write individual research papers based on the general themes or issues of the seminar. The particular themes/issues will be outlined on the American Studies Course List provided each semester by the American Studies office. ,AMERSTD,American Studies,True,False,False,False,False,False,False,16:00:00,17:59:00,SOCS180,Social Sciences Building 180,1761,Social Sci
100513,Honors Thesis,AMERSTD H195,This is a required course for students wishing to graduate with honors in American studies. Entails writing a bachelor's thesis pertaining to the student's individual area of concentration within the American studies major. The completed thesis will be read by the thesis supervisor and one other faculty member. ,AMERSTD,American Studies,False,False,True,False,False,False,False,14:00:00,15:59:00,EVAN7,Evans 7,1790,Evans
100480,Teaching Interdisciplinary American Studies,AMERSTD 300,"This course will introduce graduate students to a number of techniques and theories used in teaching at the university level. In particular, it will focus on the challenges of teaching interdisciplinary American studies courses that rely on a range of materials and methodological approaches drawn from multiple disciplines and that address students who come from a variety of disciplinary backgrounds. ",AMERSTD,American Studies,False,False,False,False,True,False,False,10:00:00,11:00:00,EVAN241,Evans 241,1790,Evans
100730,Introduction to Archaeology,ANTHRO 2AC,"Prehistory and cultural growth. Introduction to the methods, goals, and theoretical concepts of archaeology with attention to the impact archaeology has had on the construction of the histories of diverse communities - Native Americans, Hispanics, and Euro-Americans. It fulfills the requirements for 2. ",ANTHRO,Anthropology,True,False,True,False,True,False,False,13:00:00,13:59:00,INTR,Internet/Online,9004,Internet
100836,Introduction to Social/Cultural Anthropology (American Cultures),ANTHRO 3AC,The structure and dynamics of human cultures and social institutions from a comparative perspective with special attention to American cultures and their roots. Case studies will illustrate the principles presented in the course. It fulfills the requirements for 3. ,ANTHRO,Anthropology,False,True,False,True,False,False,False,09:30:00,10:59:00,INTR,Internet/Online,9004,Internet
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,True,False,True,False,True,False,False,12:00:00,12:59:00,EVAN55,Evans 55,1790,Evans
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,False,True,False,True,False,False,False,09:30:00,10:59:00,SOCS174,Social Sciences Building 174,1761,Social Sci
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,True,False,True,False,True,False,False,13:00:00,13:59:00,EVAN31,Evans 31,1790,Evans
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,False,True,False,True,False,False,False,15:30:00,16:59:00,EVAN7,Evans 7,1790,Evans
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,False,True,False,True,False,False,False,15:30:00,16:59:00,EVAN61,Evans 61,1790,Evans
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,True,False,True,False,True,False,False,14:00:00,14:59:00,EVAN51,Evans 51,1790,Evans
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,False,True,False,True,False,False,False,12:30:00,13:59:00,SOCS50,Social Sciences Building 50,1761,Social Sci
100893,Reading and Composition in Anthropology,ANTHRO R5B,"Reading and composition courses based on the anthropological literature. These courses provide an introduction to issues distinctive of anthropological texts and introduce students to distinctive forms of anthropological writing, such as ethnography and anthropological prehistory. Readings will be chosen from a variety of texts by authors whose works span the discipline, from bioanthropology to archaeology and sociocultural anthropology. Satisfies the second half of the Reading and Composition requirement. ",ANTHRO,Anthropology,True,False,True,False,True,False,False,12:00:00,12:59:00,EVAN5,Evans 5,1790,Evans
100772,Freshman Seminar,ANTHRO 24,"The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman seminars are offered in all campus departments, and topics may vary from department to department and semester to semester. Enrollment limited to 15 freshmen. ",ANTHRO,Anthropology,False,False,False,False,True,False,False,13:00:00,13:59:00,AAPB221,Anthro/Art Practice Bldg 221,1486,Anthro/Art
100563,Special Topics in Biological Anthropology,ANTHRO 112,"Varying topics covering current discoveries, research, theories, fieldwork, etc., in biological anthropology. Topics vary with instructor. ",ANTHRO,Anthropology,False,True,False,True,False,False,False,14:00:00,15:29:00,51CL101,2251 College 101,1258,2251 Clg
